time_s,temperature_C,pwm,heat_cool
28.74,27.68,213,0
28.86,27.68,213,0
28.99,27.68,213,0
29.11,27.67,213,0
29.23,27.68,213,0
29.35,27.67,213,0
29.48,27.68,213,0
29.6,27.68,213,0
29.72,27.68,213,0
29.84,27.68,213,0
29.97,27.68,213,0
30.09,27.69,213,0
30.21,27.69,213,0
30.33,27.7,213,0
30.45,27.7,213,0
30.58,27.71,213,0
30.7,27.71,213,0
30.82,27.72,213,0
30.94,27.72,213,0
31.07,27.72,213,0
31.19,27.73,213,0
31.31,27.73,213,0
31.43,27.73,213,0
31.56,27.74,213,0
31.68,27.74,213,0
31.8,27.74,213,0
31.92,27.75,213,0
32.05,27.75,213,0
32.17,27.75,213,0
32.29,27.75,213,0
32.41,27.75,213,0
32.54,27.75,213,0
32.66,27.75,213,0
32.78,27.75,213,0
32.9,27.75,213,0
33.03,27.75,213,0
33.15,27.75,213,0
33.27,27.75,213,0
33.39,27.75,213,0
33.51,27.75,213,0
33.64,27.75,213,0
33.76,27.75,213,0
33.88,27.75,213,0
34.0,27.75,213,0
34.13,27.75,213,0
34.25,27.75,213,0
34.37,27.75,213,0
34.49,27.75,213,0
34.62,27.75,213,0
34.74,27.75,213,0
34.86,27.75,213,0
34.98,27.75,213,0
35.1,27.75,213,0
35.23,27.75,213,0
35.35,27.75,213,0
35.47,27.75,213,0
35.59,27.75,213,0
35.72,27.76,213,0
35.84,27.75,213,0
35.96,27.76,213,0
36.08,27.75,213,0
36.21,27.75,213,0
36.33,27.75,213,0
36.45,27.76,213,0
36.57,27.76,213,0
36.7,27.76,213,0
36.82,27.76,213,0
36.94,27.76,213,0
37.06,27.77,213,0
37.18,27.77,213,0
37.31,27.78,213,0
37.43,27.78,213,0
37.55,27.79,213,0
37.67,27.8,213,0
37.79,27.8,213,0
37.92,27.8,213,0
38.04,27.8,213,0
38.16,27.81,213,0
38.29,27.81,213,0
38.41,27.82,213,0
38.53,27.82,213,0
38.65,27.82,213,0
38.77,27.82,213,0
38.9,27.82,213,0
39.02,27.82,213,0
39.14,27.83,213,0
39.26,27.83,213,0
39.39,27.83,213,0
39.51,27.83,213,0
39.63,27.83,213,0
39.75,27.83,213,0
39.88,27.83,213,0
40.0,27.83,213,0
40.12,27.83,213,0
40.24,27.83,213,0
40.37,27.83,213,0
40.49,27.83,213,0
40.61,27.83,213,0
40.73,27.83,213,0
40.85,27.83,213,0
40.98,27.83,213,0
41.1,27.83,213,0
41.22,27.83,213,0
41.34,27.83,213,0
41.47,27.83,213,0
41.59,27.83,213,0
41.71,27.83,213,0
41.83,27.83,213,0
41.96,27.83,213,0
42.08,27.83,213,0
42.2,27.83,213,0
42.32,27.83,213,0
42.44,27.83,213,0
42.57,27.83,213,0
42.69,27.84,213,0
42.81,27.83,213,0
42.93,27.83,213,0
43.06,27.83,213,0
43.18,27.84,213,0
43.3,27.84,213,0
43.42,27.83,213,0
43.54,27.84,213,0
43.67,27.84,213,0
43.79,27.84,213,0
43.91,27.85,213,0
44.04,27.85,213,0
44.16,27.85,213,0
44.28,27.86,213,0
44.4,27.86,213,0
44.52,27.87,213,0
44.65,27.87,213,0
44.77,27.88,213,0
44.89,27.88,213,0
45.01,27.88,213,0
45.13,27.89,213,0
45.26,27.89,213,0
45.38,27.9,213,0
45.5,27.9,213,0
45.63,27.9,213,0
45.75,27.9,213,0
45.87,27.9,213,0
45.99,27.9,213,0
46.11,27.91,213,0
46.24,27.91,213,0
46.36,27.91,213,0
46.48,27.91,213,0
46.6,27.91,213,0
46.73,27.91,213,0
46.85,27.91,213,0
46.97,27.91,213,0
47.09,27.91,213,0
47.22,27.91,213,0
47.34,27.91,213,0
47.46,27.91,213,0
47.58,27.91,213,0
47.71,27.91,213,0
47.83,27.91,213,0
47.95,27.91,213,0
48.07,27.91,213,0
48.19,27.91,213,0
48.32,27.91,213,0
48.44,27.91,213,0
48.56,27.91,213,0
48.68,27.91,213,0
48.81,27.91,213,0
48.93,27.91,213,0
49.05,27.91,213,0
49.17,27.91,213,0
49.29,27.91,213,0
49.42,27.91,213,0
49.54,27.91,213,0
49.66,27.91,213,0
49.78,27.91,213,0
49.91,27.91,213,0
50.03,27.91,213,0
50.15,27.91,213,0
50.27,27.92,213,0
50.4,27.91,213,0
50.52,27.92,213,0
50.64,27.92,213,0
50.76,27.93,213,0
50.88,27.93,213,0
51.01,27.94,213,0
51.13,27.94,213,0
